Style Number,Style Sketch/Image Link,Line?,Pattern Number,Sleeve Pattern Number,Style Type,Style Primary Color,Fabric Type,Style Name,Style Description,Fabric 1 Name,Fabric 1 Status,Fabric 1 Quantity (in meter),Fabric 1 Rate (Rs per meter),Fabric 2 Name,Fabric 2 Status,Fabric 2 Quantity (in meter),Fabric 2 Rate (Rs per meter),Fabric 3 Name,Fabric 3 Status,Fabric 3 Quantity (in meter),Fabric 3 Rate (Rs per meter),Accessory 1 Type,Accessory 1 Status,Accessory 1 Quantity,Accessory 1 Rate,Accessory 2 Type,Accessory 2 Status,Accessory 2 Quantity,Accessory 2 Rate,Accessory 3 Type,Accessory 3 Status,Accessory 3 Quantity,Accessory 3 Rate,Dyeing Cost,Labor (hours),Prints,Occasion,Neck Style,Main Trend,Fitting Type,Collar Type,Sleeve Type,Style Secondary Color,Primary Color Shade,Sleeve Length,Season,Hemline,Transparency,Lining,Wash Care,Closure,Bust (Inches) - XS,Chest (inches) - XS,Front Length (inches) - XS,Hips (inches),Waist (inches) - XS,Across Shoulder (inches) - XS,Sleeve Length (inches) - XS,Organic/Sustainable?,Dress Type,Shirt Type,Email Address,Fabric 1 Number,Fabric 2 Number,Fabric 3 Number,Accessory 1 Number,Accessory 2 Number,Accessory 3 Number,Dress Length,Fabric Cost,Accessory Cost,Labor Cost,Dyeing Cost,Packing Cost,Total Cost (USD),Discount (%),Discount Rupees,Target SP (INR),1st Discounted Price,1st Discount (Rs),2nd Discounted Price,2nd Discount (Rs),Clearance Price,Clerance Discount (Rs),Outlet Price,Total Cost (INR),MRP,Style Status,MSRP (USD),Discount %,Premium Style?,Exact Inventory,Inactive,Checked,Photo
19197,https://drive.google.com/open?id=18ytF-LFBipY7iTKnSiJ9St40cbC9FQ2y,Qurvii,562,562,Top,Maroon,Silk,"Qurvii Women Maroon silk party top with v-neck and bell sleeves,",Maroon Silk Regular Fit Top with Curved Hemline,vichitra ,In store and available,2.75,70,,,,,,,,,Lace,In store and available,1,60,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Lace, Frills, Bows and Ruffles, New Basics",Regular Fit,Collarless,Bell Sleeve,Gold,Dark,Full,Fall,Curved,Opaque,Without,Hand Wash,Not Applicable,36,35,27,38,28,14,20,No,,,,,,,,,,,?192.50,?60.00,?150.00,,?45.00,4.97,100.00%,,,"2,199.00","1,396.00","1,299.00","2,296.00",899,"2,696.00",699,?447.50,"3,595.00",,40,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=18ytF-LFBipY7iTKnSiJ9St40cbC9FQ2y
19198,https://drive.google.com/open?id=1dbgs7mRwkLkXWvC3LaOTyPBgh1Vdyekc,Qurvii,486,,Kaftan,Black,Crepe,Black & White Kaftan Top,Black Crepe Relaxed Fit Kaftan with Flared Hemline,Black crepe,In store and available,2.25,35,White georgette,In store and available,0.5,30,,,,,,,,,,,,,,,,,,3,Solid,"Casual, Daily",Round Neck,Color Blocked,Relaxed Fit,Not Applicable,Not Applicable,White,Dark,Elbow Length,Summer,Flared,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,14,No,,,,,,,,,,,?93.75,?0.00,?150.00,,?45.00,3.21,100.00%,,,"1,399.00",896,899,"1,396.00",599,"1,696.00",399,?288.75,"2,295.00",Other,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1dbgs7mRwkLkXWvC3LaOTyPBgh1Vdyekc
19199,https://drive.google.com/open?id=1byDWimhLItE5A0-lLhyNzfrA4l393u06,Qurvii,704,,Shirt,Blue,Moss Crepe,Royal blue collar half placket shirt,Blue Moss Crepe Relaxed Fit Shirt with Straight Hemline,moss crepe ,In store and available,3,50,,,,,,,,,Buttons,In store and available,4,6,Buttons,In store and available,4,10,Fusing,,,10,,3.5,Solid,"Casual, Formal, Semi Formal",Classic Shirt Collar,New Basics,Relaxed Fit,Classic Collar,Cuff Sleeve,Blue,Dark,Full,"Summer, Spring",Straight,Opaque,Without,Machine Wash,Button,36,35,29,38,28,14,22,No,,Classic 1/2 Placket,,,,,,,,,?150.00,?64.00,?175.00,,?45.00,4.82,100.00%,,,"2,199.00","1,296.00","1,299.00","2,196.00",899,"2,596.00",699,?434.00,"3,495.00",2nd Discount,39,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1byDWimhLItE5A0-lLhyNzfrA4l393u06
19200,https://drive.google.com/open?id=1nDuX_rpcxABmce6V1KUShTqPPeDSKNLY,Qurvii,562,,Top,Burgundy,Crepe,Burgundy Polka Swing Top,Burgundy Crepe Loose Fit Top with Curved Hemline,Polka Dot Crepe,In store and available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,polka dot,"Casual, Day",V Neck,Polka Dots,Loose Fit,Not Applicable,Bell Sleeve,White,Dark,Three Quarter,Summer,Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1nDuX_rpcxABmce6V1KUShTqPPeDSKNLY
19201,https://drive.google.com/open?id=1G5PBOoaoJEcz_5blqvJ3cqeQcMGEw3RF,Qurvii,721,,Top,Black,Crepe,Black And White Colorblock Top,Black Crepe Regular Fit Top with Curved Hemline,Crepe,In store and available,2.5,35,White crepe,In store and available,0.2,35,,,,,Buttons,In store and available,3,5,,,,,,,,,,3,Solid,"Casual, Smart Casual",Banded Collar,"Abstract, Geometric",Regular Fit,Banded Collar,Not Applicable,White,Dark,Three Quarter,"Summer, Spring, Fall",Curved,Opaque,Without,Machine Wash,Hook & Eye,36,35,29,38,28,14,17,No,,,,,,,,,,,?94.50,?15.00,?150.00,,?45.00,3.38,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",499,?304.50,"2,395.00",Other,28,98.83%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1G5PBOoaoJEcz_5blqvJ3cqeQcMGEw3RF
19429,https://drive.google.com/open?id=1nDuX_rpcxABmce6V1KUShTqPPeDSKNLY,Qurvii,562,,Top,Burgundy,Crepe,Burgundy Polka Swing Top,Burgundy Crepe Loose Fit Top with Curved Hemline,Polka Dot Crepe,In store and available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,polka dot,"Casual, Day",V Neck,Polka Dots,Loose Fit,Not Applicable,Bell Sleeve,White,Dark,Three Quarter,Summer,Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1nDuX_rpcxABmce6V1KUShTqPPeDSKNLY
19430,https://drive.google.com/open?id=1G5PBOoaoJEcz_5blqvJ3cqeQcMGEw3RF,Qurvii,721,,Top,Black,Crepe,Black And White Colorblock Top,Black Crepe Regular Fit Top with Curved Hemline,Crepe,In store and available,2.5,35,White crepe,In store and available,0.2,35,,,,,Buttons,In store and available,3,5,,,,,,,,,,3,Solid,"Casual, Smart Casual",Banded Collar,"Abstract, Geometric",Regular Fit,Banded Collar,Not Applicable,White,Dark,Three Quarter,"Summer, Spring, Fall",Curved,Opaque,Without,Machine Wash,Hook & Eye,36,35,29,38,28,14,17,No,,,,,,,,,,,?94.50,?15.00,?150.00,,?45.00,3.38,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",499,?304.50,"2,395.00",Other,28,98.83%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1G5PBOoaoJEcz_5blqvJ3cqeQcMGEw3RF
19431,https://drive.google.com/open?id=102YouVpFsnLecnMT8tniwyoB2O25IdN2,Qurvii,467,,Top,Navy,Crepe,Navy Blue V Neck Top With Tie,Navy Crepe Regular Fit Top with Curved Hemline,Crepe,In store and available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Festival, Smart Casual",Not Applicable,Indigo,Regular Fit,Not Applicable,Not Applicable,Navy,Dark,Three Quarter,"Summer, Spring",Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=102YouVpFsnLecnMT8tniwyoB2O25IdN2
19432,https://drive.google.com/open?id=1sxWxnwsVgt2FhVX8168Pr3jTeG0YBSQv,Qurvii,601,,Kaftan,Black,Moss Crepe,Black Moss Crepe Kaftan Top,Black Moss Crepe Loose Fit Kaftan with Curved Hemline,Moss crepe,In store and available,2.8,45,,,,,,,,,Other,In store and available,3,20,,,,,,,,,,3,Solid,"Evening, Smart Casual",V Neck,Bohemian,Loose Fit,Not Applicable,Not Applicable,Gold,Dark,Short,Fall,Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,28.5,38,28,14,,No,Kaftan,,,,,,,,,,?126.00,?60.00,?150.00,,?45.00,4.23,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",799,"2,196.00",599,?381.00,"2,995.00",Other,34,98.86%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1sxWxnwsVgt2FhVX8168Pr3jTeG0YBSQv
19433,https://drive.google.com/open?id=1nSvtV4L2fbzIZtSuYl1NzM3flkYgwvXR,Qurvii,480,,Top,Black,Crepe,Black Ruffle Top,Black Crepe Relaxed Fit Top with Curved Hemline,Georgette,In store and available,2,35,Georgette,In store and available,1,35,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Office, Smart Casual",V Neck,"Lace, Frills, Bows and Ruffles, Sheer",Relaxed Fit,Not Applicable,Bell Sleeve,Black,Dark,Three Quarter,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,,,,,,,,?105.00,?0.00,?150.00,,?45.00,3.33,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",499,?300.00,"2,395.00",Other,27,98.87%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1nSvtV4L2fbzIZtSuYl1NzM3flkYgwvXR
19434,https://drive.google.com/open?id=1ihMmnprchi0cHR3ecgEB_9i0eaNruyRx,Qurvii,544,,Kaftan,Other,Moss Crepe,Pista Green Kaftan,Other Moss Crepe Regular Fit Kaftan with Straight Hemline,Moss Crepe,In store and available,2.5,45,,,,,,,,,Other,In store and available,3,30,,,,,,,,,,3,Solid,"Party, Beach, Festival",V Neck,Bohemian,Regular Fit,Collarless,Batwing Sleeve,Mint Green,Light,Short,"Summer, Spring",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,42,38,28,14,,No,,,,,,,,,,,?112.50,?90.00,?150.00,,?45.00,4.42,100.00%,,,"1,999.00","1,196.00","1,199.00","1,996.00",799,"2,396.00",599,?397.50,"3,195.00",Other,36,98.87%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1ihMmnprchi0cHR3ecgEB_9i0eaNruyRx
19435,https://drive.google.com/open?id=1azUSR0WL1MZQwOereAQ-VdkI_84HdMW7,Qurvii,10142,,Shrug,Multi,Crepe,Multi Colour Mid Length Shrug,"Multi Crepe Regular Fit, Loose Fit Shrug with Straight Hemline",Multi Print Crepe,In store and available,2,35,,,,,,,,,,,,,,,,,,,,,,3,Abstract,"Casual, Daily, Day",Not Applicable,Color Blocked,"Regular Fit, Loose Fit",Collarless,Other,Multi,Dark,Three Quarter,Summer,Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,35,38,28,14,17,No,,,,,,,,,,,?70.00,?0.00,?150.00,,?45.00,2.94,100.00%,,,"1,299.00",796,799,"1,296.00",499,"1,596.00",399,?265.00,"2,095.00",2nd Discount,24,98.85%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1azUSR0WL1MZQwOereAQ-VdkI_84HdMW7
19436,https://drive.google.com/open?id=1ZCl1dIZZoNc5x2u8uSrCcYLDt_7STBe6,Qurvii,622,,Dress,Black,Crepe,Black Long Dress,"Black Crepe Regular Fit, Slim Fit, Western, Classic Dress with Curved Hemline",Crepe ,In store and available,3.2,35,,,,,,,,,Zips,In store and available,,,,,,,,,,,,3,Solid,"Evening, Party",Square Neck,Slip Dress,"Regular Fit, Slim Fit, Western, Classic",Not Applicable,Puff Sleeve,Black,Dark,Full,Fall,Curved,Opaque,Without,Machine Wash,Concealed Zip,36,35,56,38,28,14,22,No,,,,,,,,,,,?112.00,?0.00,?150.00,,?45.00,3.41,100.00%,,,"1,499.00",996,899,"1,596.00",599,"1,896.00",499,?307.00,"2,495.00",Other,28,98.88%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1ZCl1dIZZoNc5x2u8uSrCcYLDt_7STBe6
19437,https://drive.google.com/open?id=15kF3RAJbPom3czOgc5ZHu2uLF3IReT2G,Qurvii,603,,Dress,Maroon,Satin,Maroon Satin Party Dress,Maroon Satin Slim Fit Dress with Flared Hemline,Satin,In store and available,4,45,secquin,In store and available,0.25,400,,,,,Zips,In store and available,1,10,,,,,,,,,,3,Solid,Party,V Neck,Bohemian,Slim Fit,Collarless,Bell Sleeve,Black,Dark,Half,"Summer, Spring",Flared,Opaque,Without,Machine Wash,Concealed Zip,36,35,51,38,28,14,14,No,Fit & Flare,,,,,,,,,,?280.00,?10.00,?150.00,,?45.00,5.39,100.00%,,,"2,399.00","1,496.00","1,499.00","2,396.00",999,"2,896.00",699,?485.00,"3,895.00",1st Discount,44,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=15kF3RAJbPom3czOgc5ZHu2uLF3IReT2G
19438,https://drive.google.com/open?id=1Myspjr5VcdQk8fppuuK45SJwKJMKuzMq,Qurvii,10142,,Shrug,Peach,Crepe,Peach Floral Shrug,Peach Crepe Relaxed Fit Shrug with Straight Hemline,Crepe,In store and available,2.5,40,,,,,,,,,,,,,,,,,,,,,,3,"Pastels, Floral","Casual, Daily",V Neck,"Floral, New Basics",Relaxed Fit,Other,Other,Multi,Light,Three Quarter,"Summer, Spring",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,36,38,28,14,17,No,,,,,,,,,,,?100.00,?0.00,?150.00,,?45.00,3.28,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",399,?295.00,"2,395.00",Other,27,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Myspjr5VcdQk8fppuuK45SJwKJMKuzMq
19439,https://drive.google.com/open?id=1Zu3y0GUbAb-68Ix9jsTq_dnqawnpqqcs,Qurvii,10139,,Dress,Brown,Georgette,Tiger Print A-line Dress,Brown Georgette Regular Fit Dress with Curved Hemline and With Lining,Georgette,In store and available,3,45,Black lining,In store and available,2,40,,,,,,,,,,,,,,,,,,4,Animal,Casual,V Neck,"New Basics, Sheer, Animal or Skin Print",Regular Fit,Not Applicable,Bell Sleeve,Black,Dark,Three Quarter,Summer,Curved,Semi Sheer,With,Machine Wash,Not Applicable,36,35,36,38,28,14,17,No,,,,,,,,,,,?215.00,?0.00,?200.00,,?45.00,5.11,100.00%,,,"2,299.00","1,396.00","1,399.00","2,296.00",899,"2,796.00",699,?460.00,"3,695.00",Other,41,98.89%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Zu3y0GUbAb-68Ix9jsTq_dnqawnpqqcs
19440,https://drive.google.com/open?id=1BvrjvdoxPCRsTPP009RbFaRcKtpipj6j,Qurvii,692,,Kaftan,Orange,Georgette,Orange floral kaftan,Orange Georgette Regular Fit Kaftan with Asymmetric Hemline,Orange floral georgette,In store and available,2,45,,,,,,,,,Tassale,In store and available,4,5,,,,,,,,,,3,Floral,"Casual, Daily, Beach",Round Neck,"Floral, New Basics, Sheer",Regular Fit,Not Applicable,Not Applicable,Green,Light,,Fall,Asymmetric,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,36,38,28,14,,No,Kaftan,,,,,,,,,,?90.00,?20.00,?150.00,,?45.00,3.39,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",499,?305.00,"2,395.00",,28,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1BvrjvdoxPCRsTPP009RbFaRcKtpipj6j
19441,https://drive.google.com/open?id=199uIjVLw8TSAdaYPwir_t2nv23qXw5Dd,Qurvii,660,,Top,Other,Moss Crepe,Sea green top,Other Moss Crepe Regular Fit Top with Curved Hemline,Sea green moss crepe,In store and available,2.5,50,,,,,,,,,Lace,In store and available,1,50,,,,,,,,,,3,Solid,"Evening, Party",V Neck,"New Basics, Bling & Sparkly",Regular Fit,Not Applicable,Bell Sleeve,Other,Light,Three Quarter,"Summer, Spring",Curved,Opaque,Without,Hand Wash,Not Applicable,36,35,27,38,28,14,18,No,,,,4001,,,,,,,?125.00,?50.00,?150.00,,?45.00,4.11,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",699,"2,296.00",599,?370.00,"2,995.00",,33,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=199uIjVLw8TSAdaYPwir_t2nv23qXw5Dd
19442,https://drive.google.com/open?id=1ZEor-vxP3v4iJrogHR6h4OMBH2y7RD6m,Qurvii,562,,Top,Turquoise,Silk,Noritake silk v-neck top ,Turquoise Silk Regular Fit Top with Curved Hemline,Turquoise green Noritake silk,In store and available,3,100,,,,,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Casual",V Neck,New Basics,Regular Fit,Not Applicable,Bell Sleeve,Green,Dark,Three Quarter,Spring,Curved,Semi Sheer,Without,Hand Wash,Not Applicable,36,35,28.5,38,28,14,19.5,No,,,,6003,,,,,,,?300.00,?0.00,?150.00,,?45.00,5.5,100.00%,,,"2,499.00","1,496.00","1,499.00","2,496.00",999,"2,996.00",699,?495.00,"3,995.00",2nd Discount,44,98.90%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1ZEor-vxP3v4iJrogHR6h4OMBH2y7RD6m
19443,https://drive.google.com/open?id=1wjyph5--_Djzr6V-751cOaRVpnDJWQ0e,Qurvii,544,,Kaftan,Yellow,Moss Crepe,Mustard Kaftan,"Yellow Moss Crepe Loose Fit, Western, Fusion Kaftan with Straight Hemline",Moss Crepe ,In store and available,2.5,40,,,,,,,,,Other,In store and available,3,20,,,,,,,,,,3,Solid,"Evening, Festival, Active",V Neck,Bohemian,"Loose Fit, Western, Fusion",Not Applicable,Not Applicable,Yellow,Bright,Short,"Summer, Spring",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,42,38,28,14,,No,,,,,,,,,,,?100.00,?60.00,?150.00,,?45.00,3.94,100.00%,,,"1,799.00",996,"1,099.00","1,696.00",699,"2,096.00",499,?355.00,"2,795.00",2nd Discount,32,98.86%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1wjyph5--_Djzr6V-751cOaRVpnDJWQ0e
19444,https://drive.google.com/open?id=11Q-rarTP7iUWzZ12OEQntmxG2w0UUzo0,Qurvii,721,,Shirt,Multi,Georgette,big multicolor polka shirt ,Multi Georgette Regular Fit Shirt with Curved Hemline,Georgette ,In store and available,2.75,40,,,,,,,,,Buttons,In store and available,4,5,Fusing,In store and available,0.25,10,,,,,,3,Polka,"Casual, Beach, Active",Mandarin Collar,Polka Dots,Regular Fit,Mandarin Collar,Regular,Multi,Bright,Three Quarter,Summer,Curved,Sheer,Without,Machine Wash,Button,36,35,27,38,28,14,17,No,,1/2 Placket Mandrain collar Shirt,,0,,,0,0,,,?110.00,?22.50,?150.00,,?45.00,3.64,100.00%,,,"1,599.00",996,999,"1,596.00",699,"1,896.00",499,?327.50,"2,595.00",,30,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=11Q-rarTP7iUWzZ12OEQntmxG2w0UUzo0
19445,,Qurvii,689,,Coat,Black,Lycra,Black and white houndstooth long coat,Black Lycra Regular Fit Coat with Straight Hemline,Lycra,In store and available,3,200,,,,,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,Abstract,"Casual, Smart Casual, Evening",Not Applicable,"Color Blocked, New Basics",Regular Fit,Classic Collar,Long Sleeve,White,Dark,Full,Autum/ Fall,Straight,Opaque,Without,Dry Clean Only,Not Applicable,36,35,36,38,28,14,23,No,,,,0,,,0,,,,?600.00,?2.50,?150.00,,?45.00,8.86,100.00%,,,"3,999.00","2,396.00","2,399.00","3,996.00","1,599.00","4,796.00","1,199.00",?797.50,"6,395.00",,71,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=
19446,https://drive.google.com/open?id=1UcyZ2MzEEwfJu8v1SgKuhHSDgk9S8k-C,Qurvii,721,,Shirt,Brown,Crepe,Brown leopard print half placket shirt ,Brown Crepe Regular Fit Shirt with Curved Hemline,Crepe ,In store and available,2.75,45,,,,,,,,,Buttons,In store and available,5,5,Fusing,In store and available,0.25,10,,,,,,3,Leopard,"Casual, Smart Casual",Mandarin Collar,New Basics,Regular Fit,Mandarin Collar,Cuff Sleeve,Black,Dark,Three Quarter,Fall,Curved,Opaque,Without,Machine Wash,Button,36,35,25,38,28,14,17.5,No,,,,0,,,0,0,,,?123.75,?27.50,?150.00,,?45.00,3.85,100.00%,,,"1,699.00","1,096.00",999,"1,796.00",699,"2,096.00",499,?346.25,"2,795.00",,31,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1UcyZ2MzEEwfJu8v1SgKuhHSDgk9S8k-C
19447,https://drive.google.com/open?id=1krrRGyBGayJWyylKZOh_MUQunsp1BR4B,Qurvii,603,,Dress,Black,Satin,Black Satin Party Dress,Black Satin Regular Fit Dress with Curved Hemline, Satin,In store and available,3.5,60,sequin,In store and available,0.35,200,,,,,Zips,In store and available,1,10,,,,,,,,,,3,Solid,"Evening, Party, Festival, Night",V Neck,"Lace, Frills, Bows and Ruffles, New Basics, Bling & Sparkly",Regular Fit,Collarless,Bell Sleeve,Multi,Dark,Half,Fall,Curved,Opaque,Without,Hand Wash,Not Applicable,36,35,48,38,28,14,10,No,A-Line,,,0,0,,0,,,,?280.00,?10.00,?150.00,,?45.00,5.39,100.00%,,,"2,399.00","1,496.00","1,499.00","2,396.00",999,"2,896.00",699,?485.00,"3,895.00",,44,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1krrRGyBGayJWyylKZOh_MUQunsp1BR4B
19448,,Qurvii,689,,Coat,Red,Fleece,Solid Red fleece long jacket,Red Fleece Relaxed Fit Coat with Straight Hemline,Fleece ,In store and available,2,180,,,,,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,Solid,"Casual, Smart Casual",Not Applicable,New Basics,Relaxed Fit,Classic Collar,Regular,Beige,Dark,Full,Fall,Straight,Opaque,Without,Dry Clean Only,Not Applicable,36,35,36,38,28,14,23,No,,,,0,,,0,,,,?360.00,?2.50,?150.00,,?45.00,6.19,100.00%,,,"2,799.00","1,696.00","1,699.00","2,796.00","1,099.00","3,396.00",799,?557.50,"4,495.00",,50,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
19449,,Qurvii,689,,Coat,Gray,Fleece,Solid Charcoal gray  fleece long jacket,Gray Fleece Relaxed Fit Coat with Straight Hemline,Fleece ,In store and available,2,180,,,,,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,Solid,"Casual, Smart Casual",Not Applicable,New Basics,Relaxed Fit,Classic Collar,Regular,Gray,Dark,Full,"Winter, Fall",Straight,Opaque,Without,Dry Clean Only,Not Applicable,36,35,36,38,28,14,23,No,,,,0,,,,,,,?360.00,?2.50,?150.00,,?45.00,6.19,100.00%,,,"2,799.00","1,696.00","1,699.00","2,796.00","1,099.00","3,396.00",799,?557.50,"4,495.00",,50,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
19450,https://drive.google.com/open?id=1CNCwy6fX7veaA2d0Rz7dl9lQGyuQY7sF,Qurvii,732,,Dress,White,Cotton,Solid white cotton slub resort Oversize dress,White Cotton Loose Fit Dress with Flounce Hemline,Cotton slub,In store and available,3.5,80,,,,,,,,,Buttons,In store and available,11,5,,,,,,,,,,3,Solid,"Evening, Casual, Night",Classic Shirt,New Basics,Loose Fit,Classic Collar,Roll-up Sleeve,White,Dark,Half,Fall,Flounce,Opaque,Without,Hand Wash,Button,36,35,42,38,28,14,8.5,No,,,,0,,,0,,,,?280.00,?55.00,?150.00,,?45.00,5.89,100.00%,,,"2,699.00","1,496.00","1,599.00","2,596.00","1,099.00","3,096.00",799,?530.00,"4,195.00",,48,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1CNCwy6fX7veaA2d0Rz7dl9lQGyuQY7sF
19452,https://drive.google.com/open?id=1s3Cl2HA6VfiQrsMNs9n5aK3ocjx2Cujl,Qurvii,700,,Dress,Olive,Georgette,Olive colour Shirt dress ,Olive Georgette Regular Fit Dress with Curved Hemline and With Lining,Olive ggt,In store and available,3.5,40,Olive lining,In store and available,2,40,,,,,Buttons,In store and available,2,10,Fusing,In store and available,0.25,10,,,,,,3,Solid,"Casual, Daily",V Neck,"New Basics, Sheer",Regular Fit,Other,Cuff Sleeve,Olive,Dark,Full,Spring,Curved,Sheer,With,Machine Wash,Not Applicable,36,35,35,38,28,14,23,No,A-Line,,,2042,5015,,,,,,?220.00,?22.50,?150.00,,?45.00,4.86,100.00%,,,"2,199.00","1,296.00","1,299.00","2,196.00",899,"2,596.00",699,?437.50,"3,495.00",2nd Discount,39,98.88%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1s3Cl2HA6VfiQrsMNs9n5aK3ocjx2Cujl
19454,https://drive.google.com/open?id=1ktFpqgLL1fukpsJrsolO2HekKhnLm2LF,Qurvii,512,,Top,Navy,Crepe,Navy Floral Gather Neck Top,Navy Crepe Regular Fit Top with Hi-Low Hemline,Crepe,In store and available,2.5,35,,,,,,,,,Buttons,In store and available,2,5,,,,,,,,,,3,Floral,"Casual, Day",Round Neck,Floral,Regular Fit,Not Applicable,Cuff Sleeve,Beige,Dark,Three Quarter,Summer,Hi-Low,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,,,,,,,,?87.50,?10.00,?150.00,,?45.00,3.25,100.00%,,,"1,499.00",796,899,"1,396.00",599,"1,696.00",399,?292.50,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1ktFpqgLL1fukpsJrsolO2HekKhnLm2LF
19455,https://drive.google.com/open?id=1b8Ws613ywiIsk-7YLKgXt0ohSMUlBEBH,Qurvii,763,,Dress,Brown,Crepe,Brown and white big polka A-line dress,Brown Crepe Regular Fit Dress with Curved Hemline,Crepe ,In store and available,3,45,,,,,,,,,Buttons,In store and available,1,5,,,,,,,,,,3,Polka,"Evening, Casual, Smart Casual",Round Neck,Polka Dots,Regular Fit,Collarless,Not Applicable,White,Dark,Sleeveless,Summer,Curved,Opaque,Without,Machine Wash,Button,35.5,34.5,50,37.5,27.5,13.5,,No,A-Line,,,,,,,,,,135,5,150,,45,3.722222222,1,,,1699,996,999,1696,699,1996,499,335,2695,,30,,TRUE,FALSE,FALSE,TRUE,
